TEAM,NAME,WEIGHT (kg),HEIGHT (m),AGE,BIRTH DATE,PRIMARY ROLE,NATIONALITY,TOTAL CAPS,6N CAPS,TOTAL TRIES,6N TRIES,TOTAL DROPS,6N DROPS,TOTAL PENALTY,6N PENALTY,TOTAL CONVERSIONS,6N CONVERSIONS,TOTAL YC,6N YC,TOTAL RC,6N RC,TOTAL MIN PLAYED,6N MIN PLAYED,TOTAL STARTING,6N STARTER,STATUS,FIRST INTERNATIONAL,LAST INTERNATIONAL
ITA,Alessandro Fusco,91,1.85,25,28/10/99,SH,Italy,18,9,3,1,0,0,0,0,0,0,0,0,0,0,477,217,2,1,Active,2021,2024
ITA,Alessandro Garbisi,88,1.74,22,11/04/02,SH,Italy,17,5,5,1,0,0,0,0,0,0,0,0,0,0,578,134,6,1,Active,2022,2025
ITA,Alessandro Izekor,110,1.96,25,05/03/00,FL,Italy,4,2,0,0,0,0,0,0,0,0,0,0,0,0,171,94,2,1,Active,2024,2024
ITA,Alessandro Zanni,107,1.93,41,31/01/84,FL,Italy,119,54,4,1,0,0,0,0,0,0,1,1,0,0,7229,3582,93,45,Inactive,2005,2020
ITA,Andrea Lovotti,111,1.89,35,28/07/89,P,Italy,47,26,0,0,0,0,0,0,0,0,1,1,1,0,2577,1450,41,23,Inactive,2016,2021
ITA,Andrea Manici,102,1.82,34,28/04/90,H,Italy,16,5,0,0,0,0,0,0,0,0,0,0,0,0,354,100,2,0,Inactive,2013,2018
ITA,Andrea Masi,92,1.85,43,30/03/81,FB,Italy,95,45,11,4,0,0,0,0,0,0,2,2,0,0,6263,3110,82,39,Inactive,1999,2015
ITA,Andrea Pratichetti,85,1.82,36,26/11/88,W,Italy,4,3,0,0,0,0,0,0,0,0,0,0,0,0,168,88,2,1,Inactive,2012,2016
ITA,Andrea Zambonin,112,2.02,24,03/09/00,L,Italy,9,5,1,0,0,0,0,0,0,0,0,0,0,0,307,64,3,0,Active,2022,2024
ITA,Andries Van Schalkwyk,108,1.94,40,21/12/84,N8,South Africa,15,6,1,0,0,0,0,0,0,0,0,0,0,0,873,269,10,3,Inactive,2016,2017
ITA,Ange Capuozzo,82,1.78,25,30/04/99,FB,France,28,13,14,6,0,0,0,0,0,0,0,0,0,0,2025,988,27,12,Active,2022,2025
ITA,Angelo Esposito,96,1.87,31,14/06/93,W,Italy,21,12,3,2,0,0,0,0,0,0,0,0,0,0,1596,949,21,12,Inactive,2014,2019
ITA,Braam Steyn,111,1.93,32,02/05/92,FL,South Africa,50,24,3,1,0,0,0,0,0,0,3,1,0,0,3018,1450,37,16,Inactive,2016,2022
ITA,Callum Braley,84,1.78,30,20/03/94,SH,England,15,8,1,1,0,0,0,0,0,0,0,0,0,0,700,400,9,6,Inactive,2019,2022
ITA,Carlo Canna,93,1.91,32,25/08/92,FH,Italy,57,22,5,1,3,1,26,7,19,6,2,0,0,0,2387,1177,28,14,Inactive,2015,2021
ITA,Cherif Traore,116,1.84,30,10/04/94,P,Guinea,16,8,1,0,0,0,0,0,0,0,0,0,0,0,358,179,0,0,Active,2018,2022
ITA,Daniele Rimpelli,120,1.88,27,23/06/97,P,Italy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,31,1,1,Inactive,2021,2021
ITA,Danilo Fischetti,112,1.81,27,26/01/98,P,Italy,52,29,0,0,0,0,0,0,0,0,3,0,0,0,2715,1537,43,24,Active,2020,2025
ITA,Dario Chistolini,112,1.80,36,14/09/88,P,South Africa,20,10,0,0,0,0,0,0,0,0,0,0,0,0,651,375,4,3,Inactive,2014,2017
ITA,David Odiete,89,1.81,32,08/02/93,FB,Italy,7,4,1,1,0,0,0,0,0,0,0,0,0,0,520,295,7,4,Active,2016,2016
ITA,David Sisi,125,1.95,32,05/02/93,L,Germany,30,14,0,0,0,0,0,0,0,0,0,0,0,0,1279,656,16,7,Inactive,2019,2023
ITA,Davide Giazzon,108,1.83,39,16/01/86,H,Italy,35,14,0,0,0,0,0,0,0,0,0,0,0,0,964,367,6,2,Inactive,2012,2016
ITA,Dean Budd,108,1.96,38,31/07/86,L,New Zealand,29,12,2,0,0,0,0,0,0,0,1,0,0,0,1867,689,25,10,Inactive,2017,2020
ITA,Dino Lamb,121,1.99,26,18/04/98,L,England,12,3,2,0,0,0,0,0,0,0,1,1,0,0,579,89,8,2,Active,2023,2025
ITA,Edoardo Gori,90,1.78,35,05/03/90,SH,Italy,69,32,7,2,0,0,0,0,0,0,1,1,0,0,3596,1714,49,24,Inactive,2010,2019
ITA,Edoardo Iachizzi,112,1.96,26,26/05/98,L,Italy,8,5,0,0,0,0,0,0,0,0,0,0,0,0,205,91,2,1,Active,2023,2024
ITA,Edoardo Padovani,99,1.91,31,15/05/93,FB,Italy,44,26,9,5,0,0,6,4,1,0,0,0,0,0,2873,1681,35,21,Active,2016,2023
ITA,Enrico Bacchin,97,1.82,32,28/11/92,C,Italy,5,3,0,0,0,0,0,0,0,0,0,0,0,0,246,130,1,1,Inactive,2015,2016
ITA,Federico Mori,108,1.88,24,13/10/00,C,Italy,17,11,0,0,0,0,0,0,0,0,1,1,0,0,584,359,4,3,Active,2020,2022
ITA,Federico Ruzza,110,1.98,30,04/08/94,L,Italy,64,33,0,0,0,0,0,0,0,0,0,0,0,0,3546,1917,44,24,Active,2017,2025
ITA,Federico Zani,120,1.79,35,09/04/89,P,Italy,25,8,2,1,0,0,0,0,0,0,1,1,0,0,592,141,1,0,Inactive,2017,2023
ITA,Filippo Alongi,118,1.85,24,27/04/00,P,Italy,2,1,0,0,0,0,0,0,0,0,0,0,0,0,49,28,0,0,Active,2022,2023
ITA,Francesco Minto,102,1.93,37,20/05/87,FL,Italy,39,19,0,0,0,0,0,0,0,0,1,0,0,0,2410,1137,30,14,Inactive,2012,2017
ITA,George Biagi,115,1.99,39,04/10/85,L,Scotland,23,16,0,0,0,0,0,0,0,0,1,1,0,0,1045,757,12,10,Inactive,2014,2018
ITA,Giacomo Nicotera,108,1.83,28,15/07/96,H,Italy,33,17,3,0,0,0,0,0,0,0,0,0,1,1,1528,807,24,13,Active,2022,2025
ITA,Giambattista Venditti,110,1.87,34,27/03/90,W,Italy,44,19,8,6,0,0,0,0,0,0,1,0,0,0,3329,1433,41,18,Inactive,2012,2017
ITA,Gianmarco Lucchesi,110,1.84,24,10/09/00,H,Italy,33,19,1,0,0,0,0,0,0,0,1,0,0,0,1238,621,15,7,Active,2020,2025
ITA,Giorgio Bronzini,87,1.78,34,20/04/90,SH,Italy,7,4,0,0,0,0,0,0,0,0,0,0,0,0,311,111,3,0,Inactive,2016,2017
ITA,Giosue Zilocchi,115,1.89,28,15/01/97,P,Italy,24,18,0,0,0,0,0,0,0,0,1,1,0,0,999,751,10,7,Active,2018,2025
ITA,Giovanni Licata,111,1.93,28,18/02/97,N8,Italy,13,5,0,0,0,0,0,0,0,0,1,0,0,0,489,167,4,0,Active,2017,2021
ITA,Giovanni Pettinelli,106,1.93,29,13/03/96,FL,Italy,15,9,0,0,0,0,0,0,0,0,0,0,0,0,483,317,4,3,Active,2021,2023
ITA,Giulio Bisegni,88,1.80,32,04/04/92,C,Italy,17,8,0,0,0,0,0,0,0,0,0,0,0,0,878,301,11,4,Inactive,2015,2020
ITA,Gonzalo Garcia,96,1.85,41,18/02/84,C,Argentina,44,23,3,1,0,0,2,1,0,0,3,2,0,0,2815,1356,39,19,Inactive,2008,2016
ITA,Guglielmo Palazzani,85,1.73,33,11/04/91,SH,Italy,44,19,3,2,0,0,0,0,0,0,1,1,0,0,993,442,8,4,Inactive,2014,2021
ITA,Hame Faiva,106,1.82,30,09/05/94,H,New Zealand,10,3,2,0,0,0,0,0,0,0,0,0,1,1,352,69,3,0,Active,2021,2023
ITA,Ian McKinley,88,1.84,35,04/12/89,FH,Ireland,10,5,0,0,0,0,1,0,0,0,0,0,0,0,201,80,0,0,Inactive,2017,2019
ITA,Ignacio Brex,99,1.89,32,26/05/92,C,Argentina,46,25,7,4,0,0,0,0,0,0,0,0,0,0,3613,1963,46,25,Active,2021,2025
ITA,Ivan Nemer,117,1.80,26,22/04/98,P,Argentina,16,3,0,0,0,0,0,0,0,0,0,0,0,0,555,59,5,0,Active,2021,2023
ITA,Jacopo Sarto,108,1.92,34,15/07/90,FL,Italy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,Inactive,2016,2016
ITA,Jacopo Trulla,88,1.83,24,05/07/00,FB,Italy,14,6,1,0,0,0,0,0,0,0,2,0,0,0,942,327,12,4,Active,2020,2025
ITA,Jake Polledri,108,1.90,29,08/11/95,FL,England,20,9,4,1,0,0,0,0,0,0,1,1,0,0,1337,571,16,7,Inactive,2018,2023
ITA,Jayden Hayward,92,1.85,38,11/02/87,FB,New Zealand,27,14,1,0,0,0,0,0,0,0,0,0,0,0,1749,815,20,8,Inactive,2017,2020
ITA,Jim Tuivaiti,113,1.88,37,02/01/88,N8,New Zealand,6,3,0,0,0,0,0,0,0,0,0,0,0,0,212,98,3,1,Inactive,2018,2020
ITA,Johan Meyer,107,1.93,32,26/02/93,FL,South Africa,14,7,2,1,0,0,0,0,0,0,0,0,0,0,698,374,8,5,Inactive,2018,2021
ITA,Joshua Furno,115,2.00,35,21/10/89,L,Australia,37,15,2,2,0,0,0,0,0,0,0,0,0,0,2189,850,27,11,Inactive,2012,2017
ITA,Kelly Haimona,114,1.86,38,30/07/86,FH,New Zealand,11,8,0,0,1,0,16,6,7,6,0,0,0,0,580,350,8,5,Inactive,2014,2016
ITA,Leonardo Ghiraldini,99,1.84,40,26/12/84,H,Italy,108,54,6,1,0,0,0,0,0,0,1,1,0,0,6003,3270,85,48,Inactive,2006,2020
ITA,Leonardo Marin,88,1.88,23,23/02/02,FH,Italy,15,9,1,0,0,0,0,0,1,0,1,0,0,0,367,275,4,3,Active,2022,2025
ITA,Leonardo Sarto,93,1.92,33,15/01/92,W,Italy,35,15,8,4,0,0,0,0,0,0,0,0,0,0,2627,1170,35,15,Active,2013,2020
ITA,Lorenzo Cannone,106,1.90,24,28/01/01,N8,Italy,28,13,4,0,0,0,0,0,0,0,3,2,0,0,1657,672,23,11,Active,2022,2025
ITA,Lorenzo Cittadini,122,1.88,42,17/12/82,P,Italy,58,25,3,0,0,0,0,0,0,0,0,0,0,0,2348,1030,30,12,Inactive,2008,2017
ITA,Lorenzo Pani,96,1.93,22,04/07/02,FB,Italy,8,3,3,1,0,0,0,0,0,0,0,0,0,0,487,205,5,3,Active,2023,2024
ITA,Louis Lynagh,96,1.80,24,03/12/00,W,Italy,5,2,2,1,0,0,0,0,0,0,0,0,0,0,355,150,5,2,Active,2024,2024
ITA,Luca Bigi,108,1.82,33,19/04/91,H,Italy,49,24,1,1,0,0,0,0,0,0,3,3,0,0,2090,981,28,12,Active,2017,2023
ITA,Luca Morisi,102,1.83,34,22/02/91,C,Italy,52,21,5,4,0,0,0,0,0,0,0,0,0,0,3142,1340,45,18,Active,2012,2023
ITA,Luca Rizzoli,109,1.78,22,03/05/02,P,Italy,2,2,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,Active,2025,2025
ITA,Luca Sperandio,95,1.89,29,28/01/96,FB,Italy,11,6,1,1,0,0,0,0,0,0,0,0,0,0,584,238,8,3,Inactive,2017,2021
ITA,Luciano Orquera,79,1.71,43,12/10/81,FH,Argentina,50,22,3,1,1,1,49,12,22,8,0,0,0,0,2485,1147,30,13,Inactive,2004,2015
ITA,Luke McLean,95,1.93,37,29/06/87,FB,Australia,89,42,7,3,0,0,13,6,0,0,0,0,0,0,6351,3095,75,37,Inactive,2008,2019
ITA,Manuel Zuliani,111,1.88,24,26/04/00,FL,Italy,32,15,2,0,0,0,0,0,0,0,0,0,0,0,1150,505,8,2,Active,2022,2025
ITA,Marcello Violi,80,1.76,31,11/10/93,SH,Italy,21,10,0,0,1,0,0,0,0,0,0,0,0,0,1012,504,15,7,Inactive,2015,2021
ITA,Marco Barbini,108,1.92,34,16/10/90,N8,Italy,3,3,0,0,0,0,0,0,0,0,0,0,0,0,57,57,0,0,Inactive,2015,2019
ITA,Marco Bortolami,112,1.96,44,12/06/80,L,Italy,111,51,5,1,0,0,0,0,0,0,9,5,1,0,6833,3515,89,44,Inactive,2001,2015
ITA,Marco Fuser,122,1.98,34,09/03/91,L,Italy,47,13,1,1,0,0,0,0,0,0,1,0,0,0,2302,633,32,10,Inactive,2012,2022
ITA,Marco Lazzaroni,115,1.94,29,18/05/95,L,Italy,15,8,0,0,0,0,0,0,0,0,0,0,0,0,747,423,8,5,Active,2017,2021
ITA,Marco Manfredi,110,1.83,27,18/09/97,H,Germany,3,1,0,0,0,0,0,0,0,0,0,0,0,0,52,8,0,0,Active,2023,2023
ITA,Marco Riccioni,124,1.86,27,19/10/97,P,Italy,33,15,1,1,0,0,0,0,0,0,3,3,0,0,1278,555,18,7,Active,2019,2025
ITA,Marco Zanon,97,1.88,27,03/10/97,C,Italy,19,9,2,0,0,0,0,0,0,0,0,0,0,0,837,383,10,4,Active,2019,2024
ITA,Martin Castrogiovanni,110,1.88,43,21/10/81,P,Argentina,119,60,7,4,0,0,0,0,0,0,4,3,0,0,6062,3232,86,44,Inactive,2002,2016
ITA,Martin Page-Relo,77,1.73,26,06/01/99,SH,France,18,9,2,0,0,0,6,3,0,0,0,0,0,0,813,414,11,6,Active,2023,2025
ITA,Matias Aguero,108,1.85,44,13/02/81,P,Argentina,42,11,1,0,0,0,0,0,0,0,0,0,0,0,1588,339,19,4,Inactive,2005,2015
ITA,Matt Gallagher,96,1.85,28,26/10/96,FB,England,3,1,0,0,0,0,0,0,0,0,0,0,0,0,236,76,3,1,Active,1905,2025
ITA,Matteo Canali,123,1.98,26,11/09/98,L,Italy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Active,2024,2024
ITA,Matteo Minozzi,81,1.77,28,04/06/96,FB,Italy,24,9,11,5,0,0,0,0,0,0,0,0,0,0,1570,685,20,9,Inactive,2017,2022
ITA,Matteo Zanusso,119,1.80,31,09/04/93,P,Italy,5,5,0,0,0,0,0,0,0,0,0,0,0,0,81,81,0,0,Inactive,2016,2016
ITA,Mattia Bellini,101,1.93,31,08/02/94,W,Italy,33,18,12,3,0,0,0,0,0,0,1,0,0,0,2457,1345,31,17,Active,2014,2015
ITA,Mauro Bergamasco,98,1.85,45,01/05/79,FL,Italy,106,43,12,5,0,0,0,0,0,0,4,2,0,0,6624,3146,88,42,Inactive,1998,2015
ITA,Maxime Mbanda,110,1.89,31,10/04/93,FL,Italy,29,16,2,0,0,0,0,0,0,0,0,0,0,0,1295,566,16,6,Inactive,2016,2021
ITA,Michele Campagnaro,99,1.84,32,13/03/93,C,Italy,47,18,9,3,0,0,0,0,0,0,0,0,0,0,3323,1242,42,16,Inactive,2013,2019
ITA,Michele Lamaro,103,1.88,26,03/06/98,FL,Italy,48,25,2,0,0,0,0,0,0,0,3,2,0,0,3189,1760,43,24,Active,2020,2025
ITA,Michele Rizzo,115,1.88,42,16/09/82,P,Italy,25,8,1,0,0,0,0,0,0,0,1,0,1,1,1041,301,12,3,Inactive,2005,2017
ITA,Michele Visentin,89,1.85,33,13/12/91,W,Italy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,80,80,1,1,Inactive,2015,2015
ITA,Mirco Spagnolo,110,1.86,24,02/01/01,P,Italy,14,8,0,0,0,0,0,0,0,0,0,0,0,0,393,217,1,0,Active,2024,2025
ITA,Monty Ioane,95,1.80,30,30/10/94,W,Australia,39,19,16,5,0,0,0,0,0,0,1,1,0,0,3052,1465,39,19,Active,2020,2025
ITA,Niccolo Cannone,121,1.97,26,17/05/98,L,Italy,52,30,1,0,0,0,0,0,0,0,1,0,0,0,3167,1844,39,23,Active,2020,2025
ITA,Nicola Quaglio,120,1.85,34,09/03/91,P,Italy,14,6,0,0,0,0,0,0,0,0,0,0,0,0,480,191,6,2,Inactive,2016,2019
ITA,Oliviero Fabiani,98,1.80,34,13/07/90,H,Italy,11,5,0,0,0,0,0,0,0,0,0,0,0,0,271,83,2,0,Inactive,2016,2019
ITA,Ornel Gega,100,1.82,34,24/03/90,H,Albania,15,6,3,0,0,0,0,0,0,0,0,0,0,0,792,292,10,5,Inactive,2016,2017
ITA,Paolo Garbisi,97,1.84,24,26/04/00,FH,Italy,47,25,4,2,0,0,45,23,43,21,0,0,0,0,3521,1906,45,25,Active,2020,2025
ITA,Pierre Bruno,92,1.78,28,28/06/96,W,Italy,15,7,5,1,0,0,0,0,0,0,1,1,0,0,992,455,13,6,Active,2021,2023
ITA,Pietro Ceccarelli,128,1.84,33,16/02/92,P,Italy,34,13,0,0,0,0,0,0,0,0,0,0,0,0,1048,453,9,6,Active,2016,2024
ITA,Quintin Geldenhuys,116,2.03,43,19/06/81,L,South Africa,67,29,0,0,0,0,0,0,0,0,2,2,0,0,4547,1966,57,24,Inactive,2009,2016
ITA,Renato Giammarioli,111,1.88,29,23/03/95,N8,Italy,8,1,0,0,0,0,0,0,0,0,0,0,0,0,297,49,4,1,Active,2017,2022
ITA,Riccardo Favretto,108,2.00,23,18/10/01,N8,Italy,6,5,0,0,0,0,0,0,0,0,0,0,0,0,98,78,1,1,Active,2021,2025
ITA,Robert Barbieri,104,1.85,40,05/06/84,N8,Canada,41,14,4,0,0,0,0,0,0,0,1,0,0,0,2851,728,36,10,Inactive,2006,2017
ITA,Ross Vintcent,100,1.87,22,05/06/02,N8,South Africa,14,9,2,1,0,0,0,0,0,0,1,0,1,1,664,342,7,3,Active,2024,2025
ITA,Sami Panico,123,1.86,31,04/06/93,P,Italy,10,4,0,0,0,0,0,0,0,0,0,0,0,0,243,60,2,0,Inactive,2016,2017
ITA,Samu Vunisa,115,1.89,36,19/08/88,N8,Fiji,11,4,0,0,0,0,0,0,0,0,0,0,0,0,604,199,7,2,Active,2014,2015
ITA,Seb Negri,111,1.94,30,30/06/94,FL,Zimbabwe,63,34,2,1,0,0,0,0,0,0,1,1,0,0,3725,2093,55,32,Active,2016,2025
ITA,Sergio Parisse,122,1.96,41,12/09/83,N8,Argentina,142,69,15,7,1,1,0,0,0,0,3,1,0,0,10390,5464,135,69,Inactive,2002,2019
ITA,Simone Favaro,103,1.82,36,07/11/88,FL,Italy,36,13,2,0,0,0,0,0,0,0,1,0,0,0,1845,602,24,9,Inactive,2009,2017
ITA,Simone Ferrari,120,1.86,30,28/03/94,P,Italy,64,24,2,0,0,0,0,0,0,0,2,1,0,0,2892,1128,42,18,Active,2016,2025
ITA,Simone Gesi,80,1.83,23,23/05/01,W,Italy,3,3,0,0,0,0,0,0,0,0,0,0,0,0,162,162,2,2,Active,2023,2025
ITA,Stephen Varney,80,1.75,23,16/05/01,SH,Wales,32,18,5,3,0,0,0,0,0,0,0,0,0,0,1734,991,26,14,Active,2020,2025
ITA,Tito Tebaldi,87,1.85,37,20/09/87,SH,Italy,36,10,2,1,1,0,9,0,4,0,1,0,0,0,2186,599,30,9,Active,2009,2019
ITA,Tiziano Pasquali,118,1.85,30,14/07/94,P,Italy,25,14,1,0,0,0,0,0,0,0,0,0,0,0,813,412,7,2,Active,2017,2022
ITA,Toa Halafihi,110,1.85,31,27/11/93,N8,New Zealand,12,5,1,0,0,0,0,0,0,0,0,0,0,0,666,316,9,5,Active,2022,2023
ITA,Tommaso Allan,93,1.84,31,26/04/93,FH,Italy,87,38,16,8,1,1,96,35,105,31,1,0,0,0,5133,2221,65,28,Active,2013,2025
ITA,Tommaso Benvenuti,98,1.86,34,12/12/90,C,Italy,64,24,7,2,0,0,0,1,0,0,2,1,0,0,4054,1362,50,17,Inactive,2010,2019
ITA,Tommaso Boni,105,1.87,32,15/01/93,C,Italy,12,3,1,0,0,0,0,0,0,0,0,0,0,0,761,194,10,3,Switched,2016,2018
ITA,Tommaso D'Apice,106,1.80,36,30/06/88,H,Italy,13,7,1,0,0,0,0,0,0,0,0,0,0,0,266,109,1,0,Inactive,2011,2017
ITA,Tommaso Menoncello,101,1.87,22,20/08/02,C,Italy,28,15,8,3,0,0,0,0,0,0,1,1,0,0,2000,1142,25,15,Active,2022,2025
ITA,Tommy Castello,100,1.83,33,14/08/91,C,Italy,18,8,0,0,0,0,0,0,0,0,0,0,0,0,1148,378,16,6,Inactive,2016,2019
ITA,Valerio Bernabo,110,1.98,41,03/03/84,L,Italy,38,12,0,0,0,0,0,0,0,0,1,0,0,0,1550,378,16,2,Inactive,2004,2016
SCOT,Adam Ashe,110,1.93,31,24/07/93,N8,Scotland,6,2,0,0,0,0,0,0,0,0,0,0,0,0,378,81,5,1,Inactive,2014,2020
SCOT,Adam Hastings,93,1.89,28,05/10/96,FH,Scotland,32,11,5,1,0,0,13,10,44,5,1,0,0,0,1487,490,16,4,Active,2018,2024
SCOT,Alasdair Dickinson,111,1.85,41,11/09/83,P,Scotland,58,14,1,0,0,0,0,0,0,0,0,0,0,0,1645,786,21,9,Inactive,2007,2016
SCOT,Alasdair Strokosch,110,1.91,42,21/02/83,FL,Scotland,47,17,2,0,0,0,0,0,0,0,0,0,0,0,2827,939,35,11,Inactive,2006,2015
SCOT,Alec Hepburn,114,1.86,31,30/03/93,P,Australia,4,4,0,0,0,0,0,0,0,0,0,0,0,0,69,69,0,0,Active,2024,2024
SCOT,Alex Allan,118,1.88,33,28/02/92,P,Scotland,8,1,0,0,0,0,0,0,0,0,0,0,0,0,178,21,1,0,Inactive,2014,2019
SCOT,Alex Craig,119,1.98,27,26/04/97,L,Scotland,6,2,0,0,0,0,0,0,0,0,0,0,0,0,198,29,3,0,Active,2021,2024
SCOT,Alex Dunbar,103,1.91,34,23/04/90,C,Scotland,31,15,7,4,0,0,0,0,0,0,3,2,0,0,2298,1157,30,15,Inactive,2013,2018
SCOT,Ali Price,88,1.77,31,12/05/93,SH,England,71,34,6,1,0,0,0,0,0,0,0,0,0,0,3479,1627,47,20,Active,2016,2024
SCOT,Allan Dell,112,1.85,32,16/03/92,P,South Africa,34,16,1,0,0,0,0,0,0,0,0,0,0,0,1447,617,20,7,Inactive,2016,2022
SCOT,Andy Onyeama-Christie,103,1.89,25,22/03/99,FL,England,8,5,0,0,0,0,0,0,0,0,0,0,0,0,275,235,2,2,Active,2022,2024
SCOT,Ben Healy,100,1.91,25,29/06/99,FH,Ireland,10,4,1,0,0,0,8,0,17,0,0,0,0,0,334,16,4,0,Active,2022,2024
SCOT,Ben Muncaster,110,1.90,23,14/10/01,N8,Scotland,2,1,0,0,0,0,0,0,0,0,0,0,0,0,79,14,1,0,Active,2024,2025
SCOT,Ben Toolis,119,2.02,32,31/03/92,L,Australia,30,12,1,0,0,0,0,0,0,0,1,1,0,0,1430,414,16,4,Inactive,2015,2020
SCOT,Ben Vellacott,78,1.67,29,28/03/95,SH,England,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,Active,2022,2022
SCOT,Ben White,88,1.80,26,27/05/98,SH,England,29,18,7,6,0,0,0,0,0,0,1,1,0,0,1446,981,21,14,Active,2022,2025
SCOT,Blade Thomson,110,1.98,34,04/12/90,N8,New Zealand,10,2,0,0,0,0,0,0,0,0,0,0,0,0,552,66,8,2,Inactive,2019,2021
SCOT,Blair Cowan,104,1.88,38,21/04/86,FL,Scotland,18,7,2,0,0,0,0,0,0,0,0,0,0,0,1071,435,13,5,Inactive,2014,2020
SCOT,Blair Kinghorn,107,1.93,28,18/01/97,FB,Scotland,63,30,16,10,0,0,8,2,21,4,0,0,0,0,3548,1677,41,19,Active,2018,2025
SCOT,Byron McGuigan,95,1.83,35,20/08/89,W,Scotland,10,4,3,0,0,0,0,0,0,0,0,0,0,0,543,207,6,2,Inactive,2017,2020
SCOT,Cameron Redpath,96,1.88,25,23/12/99,C,Scotland,14,8,1,0,0,0,0,0,0,0,0,0,0,0,485,244,4,2,Active,2021,2024
SCOT,Chris Harris,104,1.88,34,28/12/90,C,England,47,22,6,4,0,0,0,0,0,0,0,0,0,0,2476,1035,30,13,Active,2017,2023
SCOT,Cornell Du Preez,115,1.92,33,23/03/91,N8,South Africa,9,5,0,0,0,0,0,0,0,0,0,0,0,0,289,132,2,1,Active,2017,2020
SCOT,D'Arcy Rae,125,1.86,30,21/12/94,P,Scotland,2,1,0,0,0,0,0,0,0,0,0,0,0,0,33,12,0,0,Active,2019,2024
SCOT,Darcy Graham,85,1.77,27,21/06/97,W,Scotland,46,17,31,9,0,0,0,0,0,0,1,0,0,0,3004,1090,41,15,Active,2018,2025
SCOT,Dave Cherry,107,1.83,34,03/01/91,H,Scotland,16,10,4,3,0,0,0,0,0,0,0,0,0,0,624,380,9,6,Active,2021,2025
SCOT,David Denton,114,1.98,35,05/02/90,N8,Zimbabwe,42,21,0,0,0,0,0,0,0,0,1,0,0,0,2480,1173,28,13,Inactive,2011,2019
SCOT,Dougie Fife,96,1.87,34,08/08/90,W,Scotland,8,4,3,1,0,0,0,0,0,0,0,0,0,0,421,290,4,3,Inactive,2014,2018
SCOT,Duhan Van Der Merwe,106,1.93,29,04/06/95,W,South Africa,49,24,32,16,0,0,0,0,0,0,2,2,0,0,3825,1845,48,23,Active,2020,2025
SCOT,Duncan Taylor,105,1.89,35,05/09/89,C,Scotland,28,9,3,2,0,0,0,0,1,0,1,0,0,0,1243,429,17,5,Inactive,2013,2020
SCOT,Duncan Weir,91,1.76,33,10/05/91,FH,Scotland,30,16,2,0,1,1,15,1,11,3,0,0,0,0,1380,717,15,8,Active,2012,2020
SCOT,Elliot Millar-Mills,121,1.78,32,08/07/92,P,England,8,4,0,0,0,0,0,0,0,0,0,0,0,0,178,52,1,0,Active,2024,2024
SCOT,Euan Murray,115,1.86,44,07/08/80,P,Scotland,66,32,3,1,0,0,0,0,0,0,0,0,0,0,4270,2032,58,28,Inactive,2005,2015
SCOT,Ewan Ashman,113,1.88,24,03/04/00,H,Canada,27,11,8,0,0,0,0,0,0,0,2,1,0,0,967,281,8,0,Active,2021,2025
SCOT,Ewan Johnson,120,2.03,25,27/06/99,L,England,5,1,0,0,0,0,0,0,0,0,0,0,0,0,155,8,1,0,Active,2024,2025
SCOT,Finn Russell,93,1.82,32,23/09/92,FH,Scotland,87,46,9,5,0,0,63,41,101,54,4,4,1,1,6287,3236,85,45,Active,2014,2025
SCOT,Fraser Brown,113,1.82,35,20/06/89,H,Scotland,61,26,5,1,0,0,0,0,0,0,1,1,0,0,2074,791,24,9,Inactive,2013,2023
SCOT,Gary Graham,115,1.87,32,29/08/92,FL,Scotland,4,4,0,0,0,0,0,0,0,0,0,0,0,0,91,91,0,0,Active,2019,2021
SCOT,Geoff Cross,116,1.85,42,11/12/82,P,Scotland,40,24,2,0,0,0,0,0,0,0,1,1,0,0,1671,824,20,10,Inactive,2009,2014
SCOT,George Horne,81,1.74,29,12/05/95,SH,Scotland,40,13,8,0,0,0,0,0,2,0,0,0,0,0,1044,251,7,1,Active,2018,2025
SCOT,George Turner,106,1.80,32,08/10/92,H,Scotland,45,20,10,1,0,0,0,0,0,0,2,2,0,0,2053,1069,31,17,Active,2017,2024
SCOT,Gordon Reid,119,1.88,38,04/03/87,P,Scotland,41,16,1,1,0,0,0,0,0,0,0,0,0,0,1552,563,17,8,Inactive,2014,2019
SCOT,Grant Gilchrist,120,1.98,34,09/08/90,L,Scotland,81,33,1,0,0,0,0,0,0,0,0,0,1,1,5088,2172,69,30,Active,2013,2025
SCOT,Gregor Brown,109,1.96,23,01/07/01,L,Scotland,9,5,0,0,0,0,0,0,0,0,0,0,0,0,359,138,4,1,Active,2024,2025
SCOT,Greig Laidlaw,78,1.76,39,12/10/85,SH,Scotland,80,37,6,1,0,0,162,70,110,37,1,0,0,0,5185,2397,70,33,Inactive,2011,2019
SCOT,Greig Tonks,92,1.77,35,20/05/89,FB,South Africa,8,3,0,0,0,0,1,0,0,0,0,0,0,0,413,53,4,0,Inactive,2013,2017
